loss:CrossEntropyLoss(), optimizer:Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)times, training_accuracy, validation_accuracy, training_loss, validation_loss
1586890098.947,0.84,0.92,2.92689,0.28274,6
1586890099.37,0.96,0.8,0.16214,0.60487,6
1586890099.735,0.96,1.0,0.17067,0.06758,6
1586890100.192,0.92,0.88,0.2754,0.38471,7
1586890100.629,0.72,0.72,1.17014,0.7816,7
1586890101.058,0.88,0.92,0.37907,0.27841,7
1586890101.53,0.84,0.8,0.47153,0.55531,7
1586890101.972,0.96,0.92,0.19755,0.28117,7
1586890102.422,0.92,0.8,0.3054,0.53958,7
1586890102.789,0.8,1.0,0.56348,0.11923,7
1586890103.237,0.88,0.88,0.38523,0.36711,8
1586890103.687,0.96,0.72,0.2162,0.67963,8
1586890104.114,0.96,0.92,0.211,0.28875,8
1586890104.558,0.92,0.8,0.28604,0.52005,8
1586890105.036,0.76,0.92,0.59631,0.29297,8
1586890105.51,0.92,0.8,0.37872,0.51625,8
1586890105.881,0.88,1.0,0.36005,0.14805,8
1586890106.311,0.92,0.88,0.40838,0.36857,9
1586890106.747,1.0,0.72,0.14424,0.66314,9
1586890107.172,0.96,0.92,0.22074,0.29753,9
1586890107.605,0.8,0.8,0.51702,0.51841,9
1586890108.043,0.92,0.92,0.31308,0.29123,9
1586890108.479,0.8,0.8,0.55004,0.52036,9
1586890108.87,0.84,1.0,0.45144,0.1375,9
1586890109.301,0.88,0.88,0.3759,0.36734,10
1586890109.741,0.88,0.72,0.36718,0.67486,10
1586890110.198,0.84,0.92,0.44455,0.291,10
1586890110.639,0.84,0.8,0.44708,0.52047,10
1586890111.084,0.76,0.92,0.59663,0.29209,10
1586890111.524,0.88,0.8,0.37526,0.51724,10
1586890111.895,0.96,1.0,0.22183,0.14391,10
1586890112.328,0.88,0.88,0.37467,0.3679,11
1586890112.763,0.96,0.72,0.21904,0.66914,11
1586890113.189,0.88,0.92,0.37452,0.29173,11
1586890113.626,0.84,0.8,0.44325,0.52033,11
1586890114.058,0.84,0.92,0.4442,0.29073,11
1586890114.497,0.92,0.8,0.29073,0.5214,11
1586890114.865,0.84,1.0,0.44553,0.13528,11
1586890115.342,1.0,0.88,0.12832,0.36709,12
1586890115.782,0.96,0.72,0.20499,0.68671,12
1586890116.212,0.84,0.92,0.51479,0.28257,12
1586890116.683,0.88,0.8,0.36705,0.53168,12
1586890117.113,0.84,0.92,0.44572,0.28448,12
1586890117.549,0.88,0.8,0.3592,0.53354,12
1586890117.915,0.88,1.0,0.36638,0.11752,12
1586890118.344,0.8,0.88,0.55587,0.36728,13
1586890118.784,0.88,0.72,0.36704,0.69538,13
1586890119.221,0.92,0.92,0.28534,0.2836,13
1586890119.665,0.92,0.8,0.28568,0.53063,13
1586890120.105,0.92,0.92,0.2767,0.28517,13
1586890120.562,0.88,0.8,0.367,0.53119,13
1586890120.94,0.8,1.0,0.66717,0.12222,13
1586890121.375,0.92,0.88,0.2856,0.36711,14
1586890121.817,0.84,0.72,0.44872,0.69152,14
1586890122.252,0.88,0.92,0.38337,0.30406,14
1586890122.687,0.92,0.8,0.30462,0.52841,14
1586890123.116,0.96,0.92,0.22806,0.28565,14
1586890123.556,0.88,0.8,0.36748,0.53091,14
1586890123.923,0.92,1.0,0.24941,0.11809,14
1586890124.352,0.8,0.88,0.54999,0.36741,15
1586890124.79,0.92,0.72,0.28412,0.70304,15
1586890125.255,0.92,0.92,0.2889,0.28539,15
1586890125.704,0.84,0.8,0.45275,0.53749,15
1586890126.133,0.88,0.92,0.36824,0.28285,15
1586890126.572,0.84,0.8,0.45248,0.53645,15
1586890126.948,0.84,1.0,0.45089,0.11712,15
1586890127.371,0.84,0.88,0.44696,0.36716,16
1586890127.81,0.96,0.72,0.20295,0.69354,16
1586890128.243,0.92,0.92,0.28032,0.28102,16
1586890129.626,0.88,0.8,0.36289,0.52958,16
1586890130.64,0.92,0.92,0.27166,0.28567,16
1586890131.61,0.84,0.8,0.43922,0.52857,16
1586890132.41,0.84,1.0,0.44293,0.12725,16
1586890133.388,0.88,0.88,0.3571,0.36701,17
1586890135.464,0.92,0.72,0.28288,0.68129,17
1586890137.807,0.92,0.92,0.28839,0.28313,17
1586890141.009,0.88,0.8,0.36182,0.52411,17
1586890142.692,0.96,0.92,0.21041,0.28766,17
1586890143.667,0.96,0.8,0.20873,0.52808,17
1586890144.675,0.88,1.0,0.36818,0.12192,17
1586890145.957,0.84,0.88,0.43892,0.3672,18
1586890147.723,0.76,0.72,0.61425,0.69348,18
1586890148.145,0.96,0.92,0.19918,0.28041,18
1586890150.464,0.84,0.8,0.44454,0.5296,18
1586890160.563,0.92,0.92,0.27158,0.28583,18
1586890161.041,0.88,0.8,0.36219,0.52874,18
1586890161.419,0.88,1.0,0.3576,0.12541,18
1586890161.982,1.0,0.88,0.12055,0.36707,19
1586890162.409,0.76,0.72,0.61144,0.69002,19
1586890162.832,0.92,0.92,0.27952,0.28119,19
1586890163.267,0.88,0.8,0.36718,0.52823,19
1586890163.69,0.92,0.92,0.27569,0.28611,19
1586890164.318,0.92,0.8,0.28617,0.52977,19
1586890165.001,0.92,1.0,0.28055,0.12059,19
1586890165.474,0.88,0.88,0.35744,0.36731,20
1586890166.091,0.88,0.72,0.34798,0.69903,20
1586890167.21,0.96,0.92,0.20141,0.27892,20
1586890167.709,0.88,0.8,0.3677,0.53719,20
1586890168.383,1.0,0.92,0.11373,0.28186,20
1586890168.939,0.8,0.8,0.53606,0.54282,20
1586890169.564,0.92,1.0,0.27735,0.1058,20
1586890170.411,1.0,0.88,0.10183,0.36995,21
1586890170.986,0.8,0.72,0.54427,0.72889,21
1586890171.681,0.88,0.92,0.3704,0.27634,21
1586890172.364,1.0,0.8,0.10284,0.55219,21
1586890174.475,0.88,0.92,0.36704,0.27988,21
1586890175.058,0.92,0.8,0.27609,0.55579,21
1586890182.753,0.84,1.0,0.46014,0.09599,21
1586890185.59,0.92,0.88,0.27963,0.37145,22
1586890186.024,0.96,0.72,0.18424,0.74076,22
1586890186.455,0.88,0.92,0.36491,0.27575,22
1586890186.908,0.92,0.8,0.27566,0.55635,22
1586890187.388,0.88,0.92,0.3719,0.27969,22
1586890187.854,0.92,0.8,0.27238,0.55498,22
1586890188.309,0.96,1.0,0.18789,0.09503,22
1586890188.908,0.8,0.88,0.55634,0.37114,23
1586890189.433,0.92,0.72,0.27958,0.73304,23
1586890189.891,0.68,0.92,0.81986,0.27713,23
1586890190.753,0.96,0.8,0.18992,0.53873,23
1586890191.648,0.88,0.92,0.3638,0.28415,23
1586890192.321,0.8,0.8,1.59385,0.52593,23
1586890192.9,0.76,1.0,0.59042,0.14244,23
1586890194.498,0.96,0.88,0.21204,0.36915,24
1586890194.934,0.8,0.72,0.49429,0.6461,24
1586890195.432,0.84,0.92,0.42021,0.30109,24
1586890195.943,0.92,0.8,0.30124,0.50369,24
1586890196.978,0.88,0.92,0.36164,0.31646,24
1586890197.431,0.92,0.8,0.31669,0.50205,24
1586890198.457,0.84,1.0,0.64625,0.19973,24
1586890199.144,0.88,0.88,0.3731,0.38148,25
1586890199.575,0.96,0.72,0.25218,0.62257,25
1586890200.373,1.0,0.92,0.19226,0.31127,25
1586890201.034,0.92,0.8,0.31749,0.50375,25
1586890201.826,0.92,0.92,0.30189,0.30781,25
1586890202.58,0.92,0.8,0.30591,0.50842,25
1586890203.23,0.96,1.0,0.23447,0.15432,25
1586890203.713,0.8,0.88,0.51326,0.36807,26
1586890204.145,0.88,0.72,0.37619,0.67333,26
1586890204.953,0.96,0.92,0.21433,0.28596,26
1586890205.452,0.96,0.8,0.20794,0.53356,26
1586890206.307,0.8,0.92,0.53303,0.28237,26
1586890207.027,0.92,0.8,0.27778,0.54472,26
1586890207.712,0.96,1.0,0.19068,0.09882,26
1586890208.786,0.84,0.88,0.45705,0.3718,27
1586890209.306,0.8,0.72,0.5565,0.74234,27
1586890209.769,0.84,0.92,0.46088,0.27585,27
1586890210.255,0.92,0.8,0.27567,0.55459,27
1586890210.772,0.96,0.92,0.34146,0.27956,27
1586890211.664,0.96,0.8,0.28709,0.55676,27
1586890212.171,0.92,1.0,0.27958,0.093,27
1586890212.991,0.96,0.88,0.18749,0.37339,28
1586890213.472,0.96,0.72,0.18463,0.75894,28
1586890214.484,0.76,0.92,0.73013,0.29995,28
1586890215.303,0.96,0.8,0.20462,0.56675,28
1586890215.995,0.92,0.92,0.29275,0.27856,28
1586890216.529,1.0,0.8,0.0866,0.57092,28
1586890217.145,0.84,1.0,0.51887,0.08402,28
1586890217.838,0.84,0.88,0.4773,0.37522,29
1586890218.268,0.92,0.72,0.27372,0.75666,29
1586890218.758,0.92,0.92,0.27903,0.27573,29
1586890219.468,0.84,0.8,0.46519,0.55908,29
1586890220.057,0.88,0.92,0.37104,0.27937,29
1586890220.626,0.88,0.8,0.5106,0.54948,29
1586890221.129,0.96,1.0,0.18749,0.10361,29
1586890221.831,0.8,0.88,0.54656,0.36845,30
1586890222.299,0.8,0.72,0.52969,0.70302,30
1586890222.804,1.0,0.92,0.11577,0.27999,30
1586890223.321,0.8,0.8,0.53249,0.52809,30
1586890223.879,0.92,0.92,0.28651,0.28761,30
1586890224.381,0.92,0.8,0.27799,0.52327,30
1586890224.818,0.72,1.0,0.67441,0.13992,30
1586890225.252,0.96,0.88,0.21551,0.36784,31
1586890225.769,0.92,0.72,0.28292,0.66329,31
1586890226.783,0.88,0.92,0.36807,0.28939,31
1586890227.829,0.92,0.8,0.29493,0.51485,31
1586890228.719,0.84,0.92,0.43028,0.29541,31
1586890229.521,0.92,0.8,0.41311,0.51495,31
1586890230.261,0.96,1.0,0.21665,0.14539,31
1586890231.123,0.96,0.88,0.21952,0.36746,32
1586890231.896,0.92,0.72,0.27828,0.67736,32
1586890232.67,0.84,0.92,0.43985,0.28457,32
1586890233.323,0.96,0.8,0.20241,0.52823,32
1586890234.145,0.88,0.92,0.36482,0.28467,32
1586890235.019,0.84,0.8,0.44904,0.53369,32
1586890235.734,0.8,1.0,0.53235,0.11801,32
1586890236.519,0.88,0.88,0.39632,0.36732,33
1586890237.309,0.92,0.72,0.28073,0.70122,33
1586890238.168,0.84,0.92,0.45082,0.28399,33
1586890238.773,0.88,0.8,0.3691,0.53346,33
1586890239.625,0.76,0.92,0.61648,0.28511,33
1586890240.462,0.88,0.8,0.36729,0.52774,33
1586890241.175,0.92,1.0,0.29447,0.12868,33
1586890241.699,0.88,0.88,0.36691,0.36698,34
1586890242.515,0.92,0.72,0.29047,0.67984,34
1586890243.311,0.84,0.92,0.45421,0.2907,34
1586890243.765,0.96,0.8,0.20929,0.52276,34
1586890244.208,0.92,0.92,0.29399,0.28844,34
1586890244.871,0.88,0.8,0.3893,0.52478,34
1586890245.435,0.92,1.0,0.28817,0.1273,34
1586890251.907,0.92,0.88,0.28685,0.36702,35
1586890252.816,0.92,0.72,0.28716,0.69834,35
1586890253.333,0.84,0.92,0.45025,0.29289,35
1586890253.768,0.92,0.8,0.29358,0.53771,35
1586890254.243,0.96,0.92,0.19795,0.28147,35
1586890254.808,0.88,0.8,0.36878,0.54557,35
1586890255.289,0.84,1.0,0.45357,0.10354,35
1586890255.748,0.96,0.88,0.22169,0.37007,36
1586890256.382,0.84,0.72,0.41089,0.7317,36
1586890257.851,0.92,0.92,0.28606,0.29303,36
1586890259.151,0.88,0.8,0.4065,0.55393,36
1586890259.91,0.92,0.92,0.27933,0.2793,36
1586890261.365,0.88,0.8,0.38586,0.55527,36
1586890262.392,0.88,1.0,0.38264,0.09675,36
1586890263.103,0.88,0.88,0.37568,0.37076,37
1586890263.557,0.92,0.72,0.2799,0.73169,37
1586890264.075,0.88,0.92,0.37213,0.27681,37
1586890264.955,0.92,0.8,0.27578,0.548,37
1586890266.11,0.92,0.92,0.27292,0.28056,37
1586890266.843,0.92,0.8,0.27256,0.54689,37
1586890267.353,0.92,1.0,0.50075,0.10457,37
1586890267.966,0.96,0.88,0.19278,0.36936,38
1586890269.173,0.8,0.72,0.5266,0.71815,38
1586890269.62,0.92,0.92,0.28128,0.27773,38
1586890270.272,0.72,0.8,0.81707,0.53659,38
1586890270.781,0.84,0.92,0.44424,0.28487,38
1586890271.855,0.92,0.8,0.28517,0.52717,38
1586890272.5,0.84,1.0,0.44517,0.1332,38
1586890273.532,0.88,0.88,0.43558,0.36726,39
1586890274.11,0.8,0.72,0.52104,0.66661,39
1586890274.965,0.88,0.92,0.37239,0.30133,39
1586890275.46,0.88,0.8,0.37277,0.51315,39
1586890276.933,0.96,0.92,0.22502,0.29703,39
1586890277.81,0.92,0.8,0.29755,0.51317,39
1586890278.387,0.92,1.0,0.25428,0.14977,39
1586890279.368,0.84,0.88,0.44144,0.3682,40
1586890279.797,0.92,0.72,0.29459,0.66621,40
1586890280.314,0.88,0.88,0.32585,0.32407,40
1586890280.936,0.92,0.8,0.26409,0.52318,40
1586890281.498,0.88,0.92,0.38263,0.28675,40
1586890282.011,0.64,0.8,0.80798,0.52645,40
1586890282.541,0.88,1.0,0.33446,0.12765,40
1586890282.982,0.96,0.88,0.20759,0.36694,41
1586890283.764,0.84,0.72,0.34082,0.69341,41
1586890285.415,0.88,0.92,0.30957,0.30234,41
1586890286.347,0.8,0.8,0.55186,0.53386,41
1586890287.141,1.0,0.92,0.15849,0.28287,41
1586890287.926,0.84,0.8,0.42121,0.5388,41
1586890288.585,0.92,1.0,0.29066,0.10941,41
1586890289.402,0.96,0.88,0.20121,0.369,42
1586890290.148,0.84,0.72,0.45996,0.72367,42
1586890291.027,0.92,0.92,0.27686,0.27927,42
1586890291.653,1.0,0.8,0.1013,0.55422,42
1586890292.389,0.96,0.92,0.21162,0.27868,42
1586890293.432,0.88,0.8,0.36955,0.56701,42
1586890294.007,0.96,1.0,0.18843,0.08237,42
1586890295.615,0.96,0.88,0.18052,0.37979,43
1586890296.346,0.8,0.72,0.58138,0.7856,43
1586890296.925,0.96,0.92,0.17717,0.27887,43
1586890297.622,0.88,0.8,0.37875,0.58677,43
1586890298.118,0.88,0.92,0.38173,0.27869,43
1586890298.728,0.92,0.8,0.27932,0.58327,43
1586890299.111,0.8,1.0,0.58475,0.08069,43
1586890299.858,0.88,0.88,0.37709,0.37535,44
1586890300.502,0.88,0.72,0.3748,0.74827,44
1586890301.019,0.8,0.92,0.56091,0.27856,44
1586890301.538,0.8,0.8,0.55118,0.5405,44
1586890302.055,0.92,0.92,0.30885,0.28401,44
1586890302.956,0.92,0.8,0.28479,0.52836,44
1586890303.625,0.92,1.0,0.28657,0.13061,44
1586890304.571,0.92,0.88,0.2871,0.36715,45
1586890305.956,0.8,0.72,0.52265,0.67034,45
1586890306.965,0.84,0.92,0.44212,0.29335,45
1586890308.65,0.92,0.8,0.29429,0.51411,45
1586890309.228,0.84,0.92,0.44323,0.29773,45
1586890309.862,0.84,0.8,0.44076,0.5106,45
1586890310.504,0.84,1.0,0.44115,0.16415,45
1586890312.442,0.84,0.88,0.43898,0.37214,46
1586890313.559,0.76,0.72,0.56838,0.6375,46
1586890314.561,0.96,0.92,0.25038,0.30682,46
1586890315.211,0.88,0.8,0.37775,0.50449,46
1586890315.844,0.88,0.92,0.37534,0.31067,46
1586890316.494,0.96,0.8,0.24277,0.50501,46
1586890316.952,0.84,1.0,0.43976,0.17673,46
1586890318.195,0.88,0.88,0.36733,0.3733,47
1586890319.185,0.92,0.72,0.30434,0.6426,47
1586890320.159,0.84,0.92,0.43987,0.29836,47
1586890320.878,0.92,0.8,0.30281,0.51043,47
1586890321.36,0.92,0.92,0.29753,0.29701,47
1586890322.399,0.88,0.8,0.36581,0.51568,47
1586890323.188,0.92,1.0,0.29007,0.14042,47
1586890323.684,0.92,0.88,0.28509,0.36711,48
1586890324.381,0.8,0.72,0.51536,0.68342,48
1586890325.326,0.84,0.92,0.50948,0.28292,48
1586890325.983,0.88,0.8,0.36661,0.52915,48
1586890326.811,0.88,0.92,0.36135,0.28511,48
1586890328.03,0.96,0.8,0.20294,0.5335,48
1586890328.688,1.0,1.0,0.12049,0.11228,48
1586890329.205,0.84,0.88,0.4923,0.36861,49
1586890330.105,0.92,0.72,0.2829,0.72398,49
1586890330.682,0.8,0.92,0.54736,0.27902,49
1586890331.266,0.92,0.8,0.27888,0.54981,49
1586890331.867,0.88,0.92,0.39336,0.27977,49
1586890337.677,0.88,0.8,0.37019,0.55198,49
1586890338.209,0.68,1.0,0.82292,0.10444,49
1586890340.007,0.84,0.88,0.45535,0.36821,50
1586890340.525,0.96,0.72,0.19773,0.70528,50
1586890340.992,0.84,0.92,0.44952,0.28777,50
1586890341.709,0.84,0.8,0.4518,0.52795,50
1586890342.472,0.8,0.92,0.50847,0.28839,50
1586890343.095,0.88,0.8,0.36741,0.52065,50
1586890343.72,0.96,1.0,0.20863,0.14025,50
1586890346.317,0.84,0.88,0.4616,0.36789,51
1586890346.754,0.92,0.72,0.32339,0.66395,51
1586890347.61,0.92,0.92,0.26882,0.30591,51
1586890349.212,1.0,0.8,0.15734,0.5181,51
1586890349.801,0.96,0.92,0.21723,0.29001,51
1586890351.035,0.88,0.8,0.38395,0.52442,51
1586890351.53,1.0,1.0,0.156,0.12355,51
1586890352.237,0.84,0.88,0.45631,0.36734,52
1586890352.845,0.92,0.72,0.28445,0.70743,52
1586890353.457,1.0,0.92,0.14824,0.29106,52
1586890353.992,0.96,0.8,0.20139,0.55264,52
1586890354.619,0.88,0.92,0.33827,0.27879,52
1586890355.847,0.92,0.8,0.31466,0.56894,52
1586890360.656,0.84,1.0,0.47407,0.08245,52
1586890363.477,0.84,0.88,0.47822,0.37737,53
1586890364.292,0.8,0.72,0.58637,0.76511,53
1586890371.354,0.96,0.92,0.18911,0.28343,53
1586890373.555,0.96,0.8,0.18717,0.56862,53
1586890376.27,0.96,0.92,0.18678,0.27847,53
1586890377.239,0.88,0.8,0.37587,0.56943,53
1586890378.196,0.84,1.0,0.46107,0.08665,53
1586890383.646,0.8,0.88,0.56897,0.37321,54
1586890384.625,0.84,0.72,0.46388,0.73684,54
1586890385.83,0.84,0.92,0.46247,0.28202,54
1586890387.701,0.76,0.8,0.63671,0.53645,54
1586890388.475,0.96,0.92,0.19986,0.28541,54
1586890389.712,0.88,0.8,0.36974,0.52464,54
1586890390.138,0.84,1.0,0.44565,0.13904,54
1586890392.388,1.0,0.88,0.13812,0.36784,55
1586890393.115,0.96,0.72,0.21616,0.66504,55
1586890393.612,0.84,0.92,0.43672,0.29218,55
1586890394.254,0.92,0.8,0.28774,0.51509,55
1586890395.222,0.92,0.92,0.29084,0.29458,55
1586890396.37,0.92,0.8,0.29082,0.51628,55
1586890397.37,0.96,1.0,0.21247,0.14201,55
1586890397.936,0.96,0.88,0.21831,0.36726,56
1586890398.627,0.88,0.72,0.36291,0.68156,56
1586890399.26,0.92,0.92,0.28605,0.28269,56
1586890399.849,0.84,0.8,0.45613,0.53089,56
1586890400.778,0.88,0.92,0.36702,0.28406,56
1586890401.729,0.88,0.8,0.36157,0.53539,56
1586890402.483,0.84,1.0,0.44037,0.1155,56
1586890408.561,0.96,0.88,0.19949,0.36785,57
1586890410.345,0.92,0.72,0.28288,0.71166,57
1586890410.831,0.92,0.92,0.278,0.27728,57
1586890412.277,0.88,0.8,0.36431,0.54517,57
1586890414.221,0.88,0.92,0.36544,0.28059,57
1586890416.598,0.88,0.8,0.36558,0.54691,57
1586890417.999,0.92,1.0,0.26424,0.10313,57
1586890445.966,0.84,0.88,0.45491,0.36926,58
1586890448.962,0.84,0.72,0.4499,0.7162,58
1586890450.663,0.96,0.92,0.19026,0.27741,58
1586890454.208,0.92,0.8,0.27336,0.54077,58
1586890457.75,0.92,0.92,0.28145,0.28185,58
1586890649.852,0.92,0.8,0.69105,0.53895,58
1586890654.588,0.88,1.0,0.36743,0.11424,58
1586890679.17,0.92,0.88,0.27872,0.36757,59
1586890680.269,0.72,0.72,0.70304,0.69387,59
1586890681.325,0.8,0.92,0.52558,0.28299,59
1586890681.939,0.96,0.8,0.2046,0.52193,59
1586890683.883,0.92,0.92,0.39448,0.29058,59
1586890685.558,0.96,0.8,0.20979,0.52037,59
1586890686.451,0.92,1.0,0.28619,0.13685,59
1586890688.163,0.8,0.88,0.52092,0.36736,60
1586890688.691,0.92,0.72,0.34304,0.67403,60
1586890690.195,0.88,0.92,0.36477,0.28745,60
1586890691.747,0.92,0.8,0.29051,0.52262,60
1586890692.463,0.68,0.92,0.75544,0.29046,60
1586890695.26,1.0,0.8,0.13789,0.52068,60
1586890698.081,0.88,1.0,0.36859,0.13733,60
1586890702.172,0.8,0.88,0.51641,0.36747,61
1586890705.991,0.88,0.72,0.36634,0.66898,61
1586890707.277,0.96,0.92,0.21687,0.29176,61
1586890711.133,0.92,0.8,0.29168,0.52009,61
1586890983.052,0.88,0.92,0.38128,0.28996,61
1586890998.306,0.88,0.8,0.36799,0.52242,61
1586891002.494,0.84,1.0,0.44488,0.1337,61
1586891150.457,0.84,0.88,0.45382,0.36709,62
1586891151.553,0.8,0.72,0.52807,0.67765,62
1586891152.448,0.96,0.92,0.22883,0.2915,62
1586891153.663,0.84,0.8,0.44892,0.5236,62
1586891154.888,0.84,0.92,0.45423,0.28876,62
1586891157.052,0.92,0.8,0.28911,0.52366,62
1586891158.211,0.96,1.0,0.21047,0.12939,62
1586891173.596,0.96,0.88,0.22799,0.36703,63
1586891174.525,0.92,0.72,0.29361,0.69746,63
1586891175.886,0.92,0.92,0.28724,0.28904,63
1586891176.652,0.96,0.8,0.21818,0.5433,63
1586891177.96,0.96,0.92,0.18993,0.27977,63
1586891178.736,0.92,0.8,0.28414,0.55947,63
1586891179.561,0.92,1.0,0.28213,0.08641,63
1586891182.639,0.96,0.88,0.18261,0.3784,64
1586891183.146,0.92,0.72,0.28447,0.79137,64
1586891184.136,0.88,0.92,0.38498,0.28019,64
1586891185.595,0.88,0.8,0.38416,0.59507,64
1586891186.632,0.96,0.92,0.17539,0.27989,64
1586891188.012,0.92,0.8,0.28229,0.60156,64
1586891189.142,0.8,1.0,0.60145,0.06935,64
1586891195.095,0.76,0.88,0.70269,0.3805,65
1586891196.497,0.84,0.72,0.47776,0.76204,65
1586891197.507,0.96,0.92,0.17063,0.27615,65
1586891198.469,0.88,0.8,0.3695,0.54881,65
1586891199.508,0.92,0.92,0.27697,0.28168,65
1586891201.986,1.0,0.8,0.10424,0.53786,65
1586891204.366,0.84,1.0,0.44812,0.11838,65
1586891225.516,0.96,0.88,0.20569,0.36716,66
1586891227.533,0.88,0.72,0.36259,0.69004,66
1586891230.846,0.84,0.92,0.44289,0.28241,66
1586891233.676,0.92,0.8,0.28424,0.52406,66
1586891235.03,0.88,0.92,0.35864,0.28926,66
1586891237.088,1.0,0.8,0.12351,0.52322,66
1586891237.785,0.92,1.0,0.28375,0.13093,66
1586891241.131,0.88,0.88,0.36702,0.36702,67
1586891243.629,0.96,0.72,0.20005,0.68916,67
1586891246.102,0.88,0.92,0.5946,0.28035,67
1586891248.175,0.96,0.8,0.20513,0.53497,67
1586891249.603,0.88,0.92,0.35384,0.28251,67
1586891250.459,0.92,0.8,0.28461,0.54275,67
1586891251.619,0.92,1.0,0.27772,0.10315,67
1586891253.567,0.8,0.88,0.54694,0.36976,68
1586891254.346,0.8,0.72,0.54871,0.72203,68
1586891256.494,0.88,0.92,0.36203,0.27769,68
1586891258.345,0.96,0.8,0.19213,0.542,68
1586891259.949,0.84,0.92,0.45653,0.28218,68
1586891260.746,0.96,0.8,0.19786,0.53942,68
1586891261.794,0.76,1.0,0.69257,0.11502,68
1586891263.231,0.96,0.88,0.19643,0.3675,69
1586891265.103,0.92,0.72,0.32577,0.70169,69
1586891266.796,0.88,0.92,0.36849,0.28293,69
1586891267.407,0.84,0.8,0.44917,0.53265,69
1586891269.973,0.92,0.92,0.28418,0.28469,69
1586891271.927,0.88,0.8,0.36746,0.53119,69
1586891273.451,0.8,1.0,0.53152,0.12478,69
1586891274.081,0.76,0.88,0.60906,0.36707,70
1586891275.501,0.8,0.72,0.52387,0.67006,70
1586891276.045,0.8,0.92,0.52327,0.3002,70
1586891276.793,0.84,0.8,0.43547,0.51008,70
1586891278.4,0.88,0.92,0.37373,0.30447,70
1586891279.299,0.8,0.8,0.51049,0.50513,70
1586891282.164,0.84,1.0,0.44951,0.18725,70
1586891283.679,0.88,0.88,0.37994,0.37908,71
1586891284.212,0.88,0.72,0.37954,0.623,71
1586891285.25,0.96,0.92,0.25914,0.31916,71
1586891287.877,0.92,0.8,0.32188,0.502,71
1586891290.799,0.92,0.92,0.3106,0.31575,71
1586891291.74,0.88,0.8,0.37695,0.50377,71
1586891292.783,0.92,1.0,0.33141,0.17685,71
1586891294.816,0.84,0.88,0.42718,0.3724,72
1586891297.028,0.76,0.72,0.58723,0.64558,72
1586891297.576,0.88,0.92,0.37153,0.30153,72
1586891298.768,0.8,0.8,0.51668,0.51093,72
1586891299.659,0.92,0.92,0.2997,0.29744,72
1586891301.022,0.88,0.8,0.37038,0.5144,72
1586891302.271,0.96,1.0,0.22446,0.14349,72
1586891304.312,0.84,0.88,0.44587,0.36745,73
1586891305.59,0.96,0.72,0.21816,0.67974,73
1586891306.227,0.88,0.92,0.36843,0.28871,73
1586891307.742,0.84,0.8,0.46383,0.52985,73
1586891308.336,0.96,0.92,0.2052,0.28389,73
1586891310.014,0.84,0.8,0.45065,0.53701,73
