loss:CrossEntropyLoss(), optimizer:Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)times, training_accuracy, validation_accuracy, training_loss, validation_loss
1586899222.145,0.8,1.0,0.6152,0.10951,1
1586899222.285,1.0,1.0,0.11301,0.10711,1
1586899222.429,1.0,0.8,0.1147,0.53998,1
1586899222.572,0.8,0.8,0.53475,0.53451,1
1586899222.716,0.8,0.8,0.537,0.53343,1
1586899222.865,0.8,1.0,0.54293,0.11497,1
1586899223.008,1.0,1.0,0.1162,0.11301,1
1586899223.154,0.8,0.8,0.55377,0.52173,1
1586899223.297,0.8,1.0,0.53014,0.12651,1
1586899223.44,0.6,0.8,0.92174,0.52097,1
1586899223.588,0.8,1.0,0.52099,0.14406,1
1586899223.734,0.8,0.6,0.52016,0.88583,1
1586899223.881,0.8,1.0,0.50824,0.16557,1
1586899224.024,0.8,1.0,0.50408,0.1809,1
1586899224.172,1.0,0.8,0.17914,0.50679,1
1586899224.317,0.8,1.0,0.50738,0.18765,1
1586899224.46,1.0,0.8,0.19541,0.50522,1
1586899224.606,0.8,1.0,0.49956,0.19462,1
1586899224.758,0.8,1.0,0.50336,0.20527,1
1586899224.902,0.8,1.0,0.49999,0.20861,1
1586899225.043,0.8,0.8,0.50359,0.50139,1
1586899225.188,1.0,1.0,0.21047,0.21139,1
1586899225.33,0.8,1.0,0.49515,0.21,1
1586899225.476,1.0,1.0,0.20948,0.20718,1
1586899225.627,0.8,1.0,0.4981,0.20203,1
1586899225.807,0.8,1.0,0.49784,0.19397,1
1586899225.975,0.8,1.0,0.51416,0.19684,1
1586899226.13,0.8,0.8,0.49809,0.50061,1
1586899226.285,1.0,1.0,0.19356,0.18592,1
1586899226.433,0.8,1.0,0.53028,0.18658,1
1586899226.58,1.0,1.0,0.19021,0.1837,1
1586899226.729,0.8,0.8,0.49872,0.50272,1
1586899226.876,1.0,1.0,0.18017,0.17145,1
1586899227.021,1.0,0.8,0.17162,0.51467,1
1586899227.166,0.6,0.8,0.86595,0.50829,1
1586899227.316,0.6,1.0,0.86703,0.15544,1
1586899227.463,1.0,0.8,0.15355,0.51009,1
1586899227.606,1.0,1.0,0.1545,0.15582,1
1586899227.761,1.0,1.0,0.15677,0.14941,1
1586899227.906,0.6,1.0,0.88307,0.1502,1
1586899228.048,1.0,1.0,0.1502,0.14414,1
1586899228.192,1.0,1.0,0.14412,0.14179,1
1586899228.337,1.0,0.8,0.13663,0.52222,1
1586899228.479,0.8,0.6,0.52176,0.93664,1
1586899228.628,0.8,1.0,0.53432,0.12555,1
1586899228.785,0.8,1.0,0.52716,0.12365,1
1586899228.929,1.0,0.6,0.11952,0.93809,1
1586899229.071,1.0,1.0,0.11975,0.11611,1
1586899229.218,1.0,0.8,0.11724,0.53246,1
1586899229.364,1.0,0.8,0.10672,0.54527,1
1586899229.509,1.0,1.0,0.10281,0.08996,1
1586899229.652,1.0,0.8,0.09306,0.57695,1
1586899229.81,1.0,0.8,0.08255,0.57855,1
1586899229.953,1.0,0.8,0.06885,0.60331,1
1586899230.094,0.6,0.8,1.1512,0.61495,1
1586899230.241,0.8,0.8,0.66484,0.60238,1
1586899230.383,1.0,1.0,0.06486,0.06503,1
1586899230.533,1.0,1.0,0.06657,0.0659,1
1586899230.677,1.0,1.0,0.06418,0.06338,1
1586899230.832,1.0,0.6,0.06414,1.17347,1
1586899231.003,1.0,1.0,0.06045,0.05519,1
1586899231.158,1.0,1.0,0.05545,0.05404,1
1586899231.308,0.6,1.0,1.20985,0.05671,1
1586899231.453,1.0,1.0,0.05455,0.05817,1
1586899231.597,1.0,1.0,0.05727,0.05583,1
1586899231.749,1.0,1.0,0.05655,0.05738,1
1586899231.894,1.0,0.2,0.0533,2.33414,1
1586899232.041,0.8,1.0,0.64405,0.05673,1
1586899232.188,0.8,1.0,0.61765,0.06143,1
1586899232.333,1.0,0.8,0.06097,0.60707,1
1586899232.479,0.8,1.0,0.6071,0.067,1
1586899232.625,1.0,0.8,0.06846,0.59157,1
1586899232.786,1.0,1.0,0.07186,0.07363,1
1586899232.93,0.6,1.0,1.10231,0.08064,1
1586899233.074,1.0,1.0,0.0782,0.08255,1
1586899233.218,1.0,0.8,0.08207,0.5616,1
1586899233.364,0.8,0.8,0.5616,0.56096,1
1586899233.512,1.0,1.0,0.09207,0.09989,1
1586899233.658,1.0,0.6,0.09989,1.00434,1
1586899233.815,1.0,1.0,0.10108,0.09639,1
1586899233.96,0.8,1.0,0.55598,0.10148,1
1586899234.106,1.0,0.6,0.10156,1.00024,1
1586899234.248,1.0,0.8,0.09705,0.55257,1
1586899234.39,0.6,0.8,1.01033,0.54324,1
1586899234.537,0.8,0.8,0.55605,0.54105,1
1586899234.686,1.0,0.6,0.10892,0.96769,1
1586899234.839,0.8,0.6,0.54471,0.96097,1
1586899234.984,0.8,0.8,0.53404,0.52935,1
1586899235.126,1.0,0.8,0.12253,0.53083,1
1586899235.276,1.0,0.8,0.12043,0.52498,1
1586899235.426,0.6,1.0,0.92662,0.13122,1
1586899235.571,0.8,1.0,0.52799,0.1404,1
1586899235.729,1.0,1.0,0.14039,0.14305,1
1586899235.938,1.0,1.0,0.1445,0.14485,1
1586899236.098,0.6,1.0,0.89008,0.15057,1
1586899236.265,0.8,0.8,0.50728,0.51283,1
1586899236.421,1.0,1.0,0.1575,0.16286,1
1586899236.578,1.0,1.0,0.16286,0.16324,1
