loss:CrossEntropyLoss(), optimizer:Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 1e-14
    weight_decay: 0
)times, training_accuracy, validation_accuracy, training_loss, validation_loss
1586894206.787,0.04,0.0,0.70285,0.70373,22
1586894207.204,0.2,0.12,0.69947,0.70114,23
1586894208.831,0.08,0.28,0.70198,0.6978,23
1586894209.227,0.32,0.08,0.71189,0.71599,23
1586894211.219,0.04,0.2,0.71734,0.69951,23
1586894211.631,0.12,0.08,0.71258,0.70193,23
1586894212.185,0.2,0.2,0.68923,0.6995,23
1586894212.873,0.24,0.0,0.73113,0.70373,23
1586894214.522,0.04,0.12,0.71722,0.70114,24
1586894214.959,0.2,0.28,0.74385,0.6978,24
1586894215.407,0.16,0.08,5.7245,0.71599,24
1586894215.869,0.08,0.2,0.71363,0.69951,24
1586894216.619,0.12,0.08,0.72348,0.70193,24
1586894217.197,0.08,0.2,0.70209,0.6995,24
1586894217.712,0.16,0.0,0.70158,0.70373,24
1586894218.243,0.12,0.12,0.71541,0.70114,25
1586894218.841,0.04,0.28,0.72858,0.6978,25
1586894219.322,0.0,0.08,0.71733,0.71599,25
1586894219.775,0.08,0.2,0.70203,0.69951,25
1586894220.23,0.08,0.08,0.73742,0.70193,25
1586894220.685,0.08,0.2,0.71453,0.6995,25
1586894221.128,0.04,0.0,0.70278,0.70373,25
