loss:CrossEntropyLoss(), optimizer:Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0001
    weight_decay: 0
)times, training_accuracy, validation_accuracy, training_loss, validation_loss
1586899122.677,0.6,0.8,0.85802,0.51531,1
1586899122.862,0.8,1.0,0.51475,0.15684,1
1586899123.034,1.0,0.8,0.1597,0.50884,1
1586899123.205,1.0,0.6,0.1581,0.86929,1
1586899123.377,0.8,1.0,0.51394,0.15126,1
1586899123.549,1.0,1.0,0.14876,0.14558,1
1586899123.722,1.0,1.0,0.14527,0.13796,1
1586899123.9,0.8,1.0,0.52209,0.13576,1
1586899124.073,0.8,0.6,0.51959,0.91683,1
1586899124.244,1.0,0.6,0.13164,0.92464,1
1586899124.416,1.0,1.0,0.12852,0.11939,1
1586899124.591,0.6,0.4,0.93898,1.35194,1
1586899124.766,0.8,0.8,0.53031,0.52886,1
1586899124.942,1.0,0.6,0.1215,0.94281,1
1586899125.117,1.0,1.0,0.12192,0.11749,1
1586899125.288,1.0,0.8,0.11801,0.53595,1
1586899125.459,0.8,1.0,0.53617,0.10789,1
1586899125.633,1.0,0.8,0.11239,0.54498,1
1586899125.816,0.6,1.0,0.97511,0.10763,1
1586899126.001,1.0,0.6,0.10967,0.97033,1
1586899126.182,0.8,0.6,0.54154,0.97201,1
1586899126.355,1.0,0.8,0.111,0.54265,1
1586899126.532,1.0,1.0,0.11,0.10818,1
1586899126.707,1.0,0.6,0.1077,0.99137,1
1586899126.883,1.0,1.0,0.1032,0.09768,1
1586899127.054,0.8,1.0,0.54996,0.09466,1
1586899127.216,0.6,0.6667,1.01412,0.84893,1
1586899127.39,0.6,0.6,1.00029,0.97894,2
1586899127.562,1.0,0.8,0.10592,0.53733,2
1586899127.735,0.4,1.0,1.38708,0.12537,2
1586899127.908,1.0,1.0,0.12555,0.13596,2
1586899128.082,1.0,0.6,0.1355,0.88998,2
1586899128.254,1.0,1.0,0.14312,0.14781,2
1586899128.424,1.0,1.0,0.14826,0.14916,2
1586899128.601,1.0,1.0,0.14916,0.14593,2
1586899128.783,1.0,0.8,0.15,0.51511,2
1586899128.955,1.0,0.8,0.14212,0.53848,2
1586899129.125,0.8,1.0,0.51709,0.13803,2
1586899129.295,0.8,1.0,0.51842,0.13854,2
1586899129.468,0.8,0.8,0.51876,0.5172,2
1586899129.641,1.0,1.0,0.13939,0.1362,2
1586899129.819,1.0,0.8,0.13649,0.53715,2
1586899129.989,0.8,1.0,0.52031,0.13016,2
1586899130.161,1.0,0.8,0.13156,0.52553,2
1586899130.334,1.0,0.4,0.12622,1.34908,2
1586899130.505,1.0,0.8,0.12186,0.53401,2
1586899130.674,1.0,1.0,0.11601,0.10862,2
1586899130.86,0.8,1.0,0.54693,0.10372,2
1586899131.054,0.8,1.0,0.54267,0.09817,2
1586899131.234,0.8,0.8,0.5522,0.5493,2
1586899131.404,1.0,1.0,0.09788,0.09638,2
1586899131.579,1.0,0.8,0.09764,0.55504,2
1586899131.754,0.6,0.8,1.0153,0.55878,2
1586899131.925,0.6,1.0,1.01446,0.10032,2
1586899132.097,0.8,1.0,0.54689,0.10722,2
1586899132.268,0.6,1.0,0.97267,0.12022,2
1586899132.442,0.8,0.8,0.53235,0.5234,2
1586899132.615,1.0,1.0,0.13487,0.144,2
1586899132.799,0.8,1.0,0.52012,0.15486,2
1586899132.975,1.0,0.6,0.155,0.859,2
1586899133.16,1.0,1.0,0.1599,0.16297,2
1586899133.332,1.0,0.8,0.16663,0.51296,2
1586899133.503,1.0,1.0,0.16344,0.16733,2
1586899133.675,0.6,1.0,0.84851,0.16896,2
1586899133.858,0.6,1.0,0.84005,0.17515,2
1586899134.03,0.8,0.8,0.50554,0.5042,2
1586899134.2,0.6,1.0,0.82095,0.18605,2
1586899134.373,1.0,1.0,0.19067,0.19336,2
1586899134.549,1.0,1.0,0.19689,0.19513,2
1586899134.725,1.0,0.8,0.19634,0.50099,2
1586899134.901,0.6,0.8,0.80926,0.49838,2
1586899135.099,1.0,0.8,0.20009,0.49968,2
1586899135.273,1.0,1.0,0.20271,0.19846,2
1586899135.447,0.8,1.0,0.49916,0.19711,2
1586899135.62,0.8,0.8,0.498,0.49726,2
1586899135.806,1.0,1.0,0.19736,0.19358,2
1586899136.001,0.8,0.8,0.49961,0.50271,2
1586899136.184,0.8,1.0,0.49745,0.18707,2
1586899136.359,1.0,0.6,0.18874,0.82838,2
1586899136.533,1.0,1.0,0.18337,0.1759,2
1586899136.709,0.8,1.0,0.49977,0.17325,2
1586899136.888,0.8,0.8,0.4988,0.51076,2
1586899137.063,0.8,1.0,0.50617,0.1604,2
1586899137.238,1.0,0.8,0.1653,0.51302,2
1586899137.41,1.0,1.0,0.16148,0.14953,2
1586899137.583,0.6,1.0,0.8692,0.15283,2
1586899137.759,0.8,1.0,0.51372,0.15209,2
1586899137.93,1.0,0.8,0.15209,0.51528,2
1586899138.105,1.0,1.0,0.14683,0.14441,2
1586899138.278,0.8,1.0,0.51454,0.14048,2
1586899138.476,0.8,1.0,0.51684,0.13942,2
1586899138.655,0.8,1.0,0.50868,0.13747,2
1586899138.837,1.0,1.0,0.13903,0.1296,2
1586899139.015,0.8,1.0,0.51859,0.13299,2
1586899139.188,0.8,0.8,0.52167,0.52029,2
1586899139.361,0.8,1.0,0.52053,0.12901,2
1586899139.545,1.0,1.0,0.12662,0.13108,2
1586899139.748,0.8,1.0,0.52071,0.13561,2
1586899139.942,1.0,0.8,0.13015,0.51988,2
1586899140.145,1.0,1.0,0.13442,0.12946,2
1586899140.33,1.0,0.8,0.12338,0.53876,2
